img_name;folder;image;section;category;dist;extent;slope;pwp_limit;pwp_middle
Pieza_02_foto066_4;2;66;4;2;9;0.489453125;0.01984632116220008;0.4764191513761468;0.4676032110091743
Pieza_02_foto66_0;2;66;0;2;8;0.5748697916666666;0.0051395049860437116;0.4974913990825688;0.4841241399082569
Pieza_02_foto66_1;2;66;1;1;9;0.7091796875;0.022488350748376167;0.5197844328703703;0.4972149884259259
Pieza_02_foto66_2;2;66;2;2;6;0.5281808035714286;0.014516700106219754;0.52109375;0.5160714285714286
Pieza_02_foto66_3;2;66;3;2;26;0.3540219907407408;0.09039814729294736;0.5149193548387097;0.5021673387096774
Pieza_02_foto66_4;2;66;4;2;11;0.4541015625;-0.006739702318894735;0.5001037057522124;0.4895257190265487
Pieza_03_foto15_1;3;15;1;3;41;0.4948381696428572;-0.2167496823822204;0.5099051339285714;0.4486328125
Pieza_03_foto038_0;3;38;0;2;7;0.59912109375;-0.010505865831030772;0.4586559734513274;0.4521570796460177
Pieza_03_foto038_1;3;38;1;2;13;0.6008649553571429;-0.01300591393503916;0.4814363532110092;0.467925745412844
Pieza_03_foto038_2;3;38;2;2;24;0.313046875;-0.02159907537338247;0.4915476831896552;0.4700633081896552
Pieza_03_foto38_0;3;38;0;2;13;0.4557756696428572;-0.028702587916234926;0.4945518092105263;0.4787212171052632
Pieza_03_foto38_1;3;38;1;3;40;0.6098990091463414;-0.10890353171486834;0.6464137801204819;0.5959619728915663
Pieza_03_foto38_2;3;38;2;2;24;0.327109375;-0.02340360971563495;0.4975961538461538;0.475761217948718
Pieza_03_foto38_3;3;38;3;2;13;0.5786830357142857;-0.011666456363285477;0.4968821674311927;0.4789994266055046
Pieza_03_foto38_4;3;38;4;2;9;0.6419921875;-0.010200720566625682;0.4643597898230089;0.4450359513274336
Pieza_03_foto039_0;3;39;0;3;13;0.4541015625;0.01472077462952474;0.4901133849557522;0.4793971238938053
Pieza_03_foto039_1;3;39;1;1;8;0.5043402777777778;-0.012326908295867134;0.4913990825688073;0.4852709288990826
Pieza_03_foto039_2;3;39;2;2;17;0.4150390625;-0.036753325469204214;0.4745592948717949;0.4681490384615384
Pieza_03_foto039_3;3;39;3;2;22;0.6090353260869565;-0.06868968438614939;0.5004340277777778;0.4665798611111111
Pieza_03_foto039_4;3;39;4;3;23;0.4505208333333333;-0.06834710449784345;0.4908959173387097;0.4757749495967742
Pieza_03_foto060_0;3;60;0;2;7;0.530029296875;0.011336879549784693;0.2599696828358209;0.2581040111940299
Pieza_03_foto060_1;3;60;1;3;17;0.4818793402777778;-0.01968538154006605;0.4848673844537815;0.4649422268907563
Pieza_03_foto060_2;3;60;2;1;7;0.64208984375;0.005298751724801852;0.4920032429245283;0.4833063089622642
Pieza_03_foto060_3;3;60;3;3;24;0.453046875;-0.10840532762270738;0.4949281754032258;0.4684349798387097
Pieza_03_foto060_4;3;60;4;2;175;0.3466131036931818;-0.6687841357653717;0.4996150775547446;0.39139484489051096
Pieza_03_foto60_0;3;60;0;2;83;0.3727911086309524;-0.3229496913770115;0.3544921875;0.2693014705882353
Pieza_03_foto60_1;3;60;1;3;24;0.44640625;-0.09955672173141963;0.5016381048387096;0.4761844758064516
Pieza_03_foto60_2;3;60;2;1;7;0.653076171875;0.004075043157855801;0.5022479363207547;0.4876547759433962
Pieza_03_foto60_3;3;60;3;3;17;0.4763454861111111;-0.02221483269564456;0.5008534663865546;0.4774487920168067
Pieza_03_foto60_4;3;60;4;2;9;0.46875;0.0003094104650529018;0.3082282529239766;0.3028371710526316
Pieza_03_foto061_0;3;61;0;3;18;0.4754317434210527;0.002641527779053287;0.4528459821428572;0.4331907242063492
Pieza_03_foto061_1;3;61;1;3;32;0.2417732007575757;-0.08579387026202483;0.4248638731060606;0.4111032196969697
Pieza_03_foto061_2;3;61;2;3;43;0.4346147017045455;-0.09742524965582804;0.44861979166666666;0.4127604166666667
Pieza_03_foto061_3;3;61;3;3;38;0.3996895032051282;0.03464662938133595;0.4539292279411765;0.4340245863970588
Pieza_03_foto061_4;3;61;4;3;106;0.3626606308411215;-0.3991051501818675;0.3077956989247312;0.25455029121863804
Pieza_03_foto61_0;3;61;0;3;101;0.3006855085784313;-0.16060456753671756;0.39359674043062204;0.33692808014354064
Pieza_03_foto61_1;3;61;1;3;38;0.3977363782051282;0.044178110234143406;0.4607651654411765;0.4403722426470588
Pieza_03_foto61_2;3;61;2;3;43;0.4298650568181818;-0.11309318143866436;0.472381161971831;0.4314205545774648
Pieza_03_foto61_3;3;61;3;3;31;0.23834228515625;-0.09722085691203036;0.436328125;0.4227463942307692
Pieza_03_foto61_4;3;61;4;3;18;0.4841694078947368;0.0029235866670172805;0.46328125;0.4434495192307693
Pieza_03_foto0100_0;3;100;0;3;564;0.3257847068584071;3.2595401660233745;0.3142836281708945;0.2207839619492657
Pieza_03_foto0100_1;3;100;1;3;27;0.37290736607142855;-0.05991447474280509;0.4126368613138686;0.3894844890510949
Pieza_03_foto0100_2;3;100;2;3;46;0.5558095079787234;-0.1168562847870222;0.5064838435374149;0.4571906887755102
Pieza_03_foto0100_3;3;100;3;3;48;0.4052535076530612;-0.202257411298866;0.4416852678571429;0.4079748376623377
Pieza_03_foto0100_4;3;100;4;3;149;0.6340104166666667;-0.5774238796494583;0.4323108856088561;0.2791887684501845
Pieza_03_foto0113_0;3;113;0;3;35;0.5480685763888888;-0.109384577582958;0.4881688399280576;0.4537994604316547
Pieza_03_foto0113_1;3;113;1;3;16;0.4894301470588235;-0.012885670000992486;0.494140625;0.4820851293103448
Pieza_03_foto0113_2;3;113;2;2;9;0.5328125;-0.008615768669692762;0.4987815366972477;0.4897505733944954
Pieza_03_foto0113_3;3;113;3;2;14;0.6197916666666666;0.0077500414142487465;0.4825647865853658;0.459667174796748
Pieza_03_foto0113_4;3;113;4;2;15;0.5806884765625;-0.02719735412359664;0.481748949579832;0.4670102415966387
Pieza_03_foto113_0;3;113;0;3;14;0.5484375;-0.01925375162238108;0.5022561961206896;0.4883485991379311
Pieza_03_foto113_1;3;113;1;3;14;0.521484375;0.027585399117813842;0.4987321820175439;0.479577850877193
Pieza_03_foto113_2;3;113;2;2;9;0.56171875;-0.01170301513526397;0.5059303977272728;0.4917258522727273
Pieza_03_foto113_3;3;113;3;2;16;0.6598115808823529;-0.02230751481262109;0.4808763586956522;0.4535326086956522
Pieza_03_foto113_4;3;113;4;3;33;0.5515280330882353;-0.09964620807486536;0.5064423973880597;0.4660680970149254
Pieza_03_foto0138_0;3;138;0;2;41;0.23702566964285715;0.11225080310628828;0.4929879610655738;0.4772989241803279
Pieza_03_foto0138_1;3;138;1;2;27;0.3289620535714285;-0.06280228040487533;0.4671813484251969;0.44734251968503935
Pieza_03_foto0138_2;3;138;2;3;33;0.4416934742647059;0.06257847202766542;0.4861823694029851;0.4602961753731343
Pieza_03_foto0138_3;3;138;3;3;30;0.4246471774193548;-0.06035510875895483;0.4828609496124031;0.462905765503876
Pieza_03_foto138_0;3;138;0;3;19;0.478515625;-0.058812674459296735;0.4838741987179487;0.4580996260683761
Pieza_03_foto138_1;3;138;1;3;31;0.43280029296875;-0.06676936955139519;0.4921574519230769;0.4688401442307693
Pieza_03_foto138_2;3;138;2;3;35;0.4388563368055556;0.07648900128322837;0.4884837962962963;0.4616030092592592
Pieza_03_foto138_3;3;138;3;3;26;0.35062210648148145;-0.05970294287699386;0.4732666015625;0.454193115234375
Pieza_03_foto138_4;3;138;4;2;12;0.5271935096153846;0.01175394564046694;0.4747054303278688;0.4641393442622951
Pieza_03_foto0139_0;3;139;0;2;14;0.431640625;0.006318850824892177;0.4672326962809917;0.4565470041322314
Pieza_03_foto0139_1;3;139;1;3;34;0.3493861607142857;-0.13715243561536944;0.4686912593984962;0.4377643327067669
Pieza_03_foto0139_3;3;139;3;2;15;0.5504150390625;-0.029687547964859267;0.4897112165178572;0.4704241071428572
Pieza_03_foto0139_4;3;139;4;2;16;0.3435202205882353;-0.0648777291668111;0.4817483836206897;0.4694571659482759
Pieza_03_foto139_1;3;139;1;2;14;0.5704427083333333;-0.02411221093795864;0.5095108695652174;0.4902853260869565
Pieza_03_foto139_2;3;139;2;2;18;0.6663240131578947;0.0337245037220281;0.5354516806722689;0.5038077731092437
Pieza_03_foto139_3;3;139;3;3;33;0.34719669117647056;-0.12607602856119055;0.4765625;0.4438920454545455
Pieza_03_foto139_4;3;139;4;2;14;0.484375;-0.003892575127395476;0.498539402173913;0.4851222826086957
Pieza_03_foto0216_0;3;216;0;2;12;0.2660757211538461;0.03679706091095061;0.42790625;0.4229375
Pieza_03_foto0216_1;3;216;1;1;6;0.31640625;-0.012583358849141888;0.487983630952381;0.4856770833333333
Pieza_03_foto0216_2;3;216;2;1;6;0.2935267857142857;-0.015974792998871598;0.4768601190476191;0.4746651785714286
Pieza_03_foto0216_3;3;216;3;2;9;0.4427734375;-0.026997173581105236;0.4858664772727273;0.4814985795454546
Pieza_03_foto0216_4;3;216;4;2;12;0.4989483173076923;-0.05687667548572652;0.3062675561797753;0.2941757373595505
Pieza_03_foto216_0;3;216;0;2;11;0.4786783854166667;-0.04640348082323066;0.5023852323008849;0.4851355088495575
Pieza_03_foto216_1;3;216;1;2;9;0.4548828125;-0.027383681109719192;0.5052445023148148;0.4985894097222222
Pieza_03_foto216_2;3;216;2;1;7;0.328125;-0.017553799747366084;0.4966465212264151;0.4937352594339622
Pieza_03_foto216_3;3;216;3;1;5;0.3714192708333333;-0.0026642220906301353;0.5023216391509434;0.4994103773584906
Pieza_03_foto216_4;3;216;4;2;11;0.2667643229166667;0.031007009860784206;0.4841657366071429;0.4785505022321429
Pieza_03_foto0234_0;3;234;0;2;37;0.23416940789473684;0.07317424094419396;0.4195484834558824;0.4046128216911765
Pieza_03_foto0234_1;3;234;1;2;8;0.3947482638888889;0.006441633857935972;0.4822247706422018;0.476204128440367
Pieza_03_foto0234_2;3;234;2;1;5;0.2783203125;-0.012800142784254157;0.4827008928571429;0.4816964285714286
Pieza_03_foto0234_3;3;234;3;1;8;0.6282552083333334;-0.025265759115769143;0.4969618055555556;0.4840856481481482
Pieza_03_foto0234_4;3;234;4;2;261;0.3359002266221374;-0.447376157804296;0.3840510670731707;0.2847857384823848
Pieza_03_foto234_0;3;234;0;3;53;0.2321325231481481;-0.16051964034080618;0.3116533251231527;0.29217980295566504
Pieza_03_foto234_1;3;234;1;1;6;0.6484375;-0.0240572239304833;0.5098203855140186;0.4997079439252337
Pieza_03_foto234_2;3;234;2;1;6;0.3256138392857143;-0.01182746340704983;0.4980654761904762;0.4959821428571429
Pieza_03_foto234_3;3;234;3;2;8;0.3930121527777778;0.0045223461358536495;0.4912557339449541;0.4853067660550458
Pieza_03_foto234_4;3;234;4;2;13;0.7127511160714286;-0.01108691574675993;0.3855034722222222;0.3602430555555556
Pieza_03_foto0235_0;3;235;0;3;15;0.3702392578125;0.0030561685266989533;0.4430443548387097;0.43302671370967744
Pieza_03_foto0235_1;3;235;1;1;5;0.4016927083333333;-0.013294040779056668;0.4850751768867925;0.4836379716981132
Pieza_03_foto0235_2;3;235;2;1;8;0.2803819444444444;-0.02922486920302738;0.4415375525210084;0.4370732668067227
Pieza_03_foto0235_3;3;235;3;1;8;0.3326822916666667;-0.02772598688440273;0.4435801630434783;0.4413383152173913
Pieza_03_foto0235_4;3;235;4;1;96;0.4978253865979381;-0.4446507299372995;0.3991419057377049;0.3116034836065574
Pieza_03_foto0257_0;3;257;0;2;69;0.5528180803571429;0.2664417845934733;0.28856860632183906;0.22888230363984674
Pieza_03_foto0257_1;3;257;1;3;24;0.598203125;-0.016037667903743513;0.38634159482758623;0.3550646551724138
Pieza_03_foto0257_2;3;257;2;3;14;0.5846354166666666;0.0160831199519574;0.4744203629032258;0.4611580141129033
Pieza_03_foto0257_3;3;257;3;2;14;0.5192708333333333;-0.05161462429104957;0.363203642384106;0.349596440397351
Pieza_03_foto0257_4;3;257;4;2;332;0.4132120401651652;-1.3989767793314396;0.4170271479713604;0.3063283114558473
Pieza_03_foto293_0;3;293;0;2;15;0.61962890625;-0.024035768650372647;0.31090561224489793;0.2965162627551021
Pieza_03_foto293_1;3;293;1;3;20;0.5080915178571429;-0.06212051731436165;0.4505303375912409;0.4300296532846715
Pieza_03_foto293_2;3;293;2;1;8;0.2595486111111111;-0.02764585936117444;0.4893034462616823;0.4863463785046729
Pieza_03_foto293_3;3;293;3;1;5;0.4576822916666667;0.013233012703913343;0.5024553571428572;0.4972098214285714
Pieza_03_foto293_4;3;293;4;1;4;0.3875;0.014520746859546026;0.324658203125;0.3235595703125
Pieza_03_foto0294_0;3;294;0;3;149;0.2624479166666667;0.4740621409279199;0.361875;0.280703125
Pieza_03_foto0294_1;3;294;1;2;13;0.4175502232142857;0.03817378739473951;0.485723174778761;0.47825636061946897
Pieza_03_foto0294_2;3;294;2;3;19;0.4783203125;-0.044225363947127005;0.5011817226890757;0.4801733193277311
Pieza_03_foto0294_3;3;294;3;3;22;0.236328125;0.027179496184351164;0.4469134221311475;0.4357710040983607
Pieza_03_foto0294_4;3;294;4;1;158;0.3720150353773585;-0.7607314762676995;0.40572916666666653;0.3200231481481481
Pieza_03_foto294_0;3;294;0;1;14;0.20651041666666667;-0.03424822984132734;0.3223121279761905;0.3193824404761905
Pieza_03_foto294_1;3;294;1;3;21;0.22975852272727276;0.02875194431338394;0.4519403176229509;0.4428150614754098
Pieza_03_foto294_2;3;294;2;3;18;0.4788240131578948;-0.04010663412054439;0.5056131827731093;0.4827993697478992
Pieza_03_foto294_3;3;294;3;2;13;0.4133649553571429;0.03614677499722622;0.4984923245614035;0.4888980263157895
Pieza_03_foto294_4;3;294;4;3;64;0.2586538461538462;0.1761421498082442;0.3103660300925926;0.2928421585648148
Pieza_03_foto311_0;3;311;0;2;8;0.3637152777777778;-0.004193456460647865;0.25751056763285024;0.2562084842995169
Pieza_03_foto311_1;3;311;1;3;14;0.521484375;-0.0657798495023684;0.37407483552631576;0.35662520559210525
Pieza_03_foto311_2;3;311;2;1;2;0.4186197916666667;0.005667998125543928;0.4976865898058253;0.4976865898058253
Pieza_03_foto311_3;3;311;3;1;5;0.4381510416666667;0.018040615535488958;0.4789341517857143;0.4755161830357143
Pieza_03_foto311_4;3;311;4;2;69;0.3131138392857143;0.16454305986079046;0.3535907451923077;0.3112417367788461
Pieza_03_foto0312_0;3;312;0;2;116;0.3901241987179487;0.4478920447844834;0.3086187100638977;0.2548422523961661
Pieza_03_foto0312_1;3;312;1;2;6;0.4958147321428572;0.008964588885403512;0.4951356132075472;0.4920032429245283
Pieza_03_foto0312_2;3;312;2;2;5;0.560546875;0.006396075439425497;0.4939528245192308;0.4918870192307692
Pieza_03_foto0312_3;3;312;3;2;9;0.2828125;-0.030390016367374918;0.4713423295454545;0.4689985795454546
Pieza_03_foto0312_4;3;312;4;2;217;0.3993871846330275;-0.7002929265615181;0.4379436119873817;0.33056486593059936
Pieza_03_foto312_0;3;312;0;2;10;0.4996448863636364;0.0058608410528501525;0.4866477272727273;0.4779829545454545
Pieza_03_foto312_1;3;312;1;2;8;0.3116319444444444;-0.022532584049444623;0.4845900229357798;0.4821889334862386
Pieza_03_foto312_2;3;312;2;2;5;0.5579427083333334;0.005492461173672263;0.50341796875;0.4974459134615384
Pieza_03_foto312_3;3;312;3;1;7;0.508056640625;0.012560025768096096;0.5055059523809524;0.4999255952380952
Pieza_03_foto312_4;3;312;4;2;13;0.3289620535714285;0.04838736925739789;0.273203125;0.26748046875
Pieza_03_foto0327_0;3;327;0;1;292;0.4886678754266212;1.27049347836621;0.4208834134615385;0.32080078125
Pieza_03_foto0327_1;3;327;1;2;11;0.4427083333333333;0.026874247659913177;0.3979710820895522;0.3920825559701493
Pieza_03_foto0327_2;3;327;2;2;7;0.452392578125;0.005245368891412974;0.3940839694656488;0.3889551526717557
Pieza_03_foto0327_3;3;327;3;1;4;0.509375;0.0049699490276355505;0.4632009345794392;0.4599153037383178
Pieza_03_foto0328_0;3;328;0;3;109;0.2617542613636364;0.4087631987233241;0.3528464988425926;0.29663990162037035
Pieza_03_foto0328_1;3;328;1;2;12;0.3817608173076923;0.01292878053600912;0.4865182522123894;0.4781526548672566
Pieza_03_foto0328_2;3;328;2;2;8;0.4652777777777778;0.009042456693952266;0.4255625;0.41696875
Pieza_03_foto0328_3;3;328;3;1;5;0.4036458333333333;0.016933363947719236;0.4852225825471698;0.4837853773584906
Pieza_03_foto0328_4;3;328;4;2;47;0.384521484375;-0.1976989487238973;0.2541999530075188;0.23353794642857145
Pieza_03_foto328_0;3;328;0;2;13;0.34109933035714285;-0.03649428109681509;0.42487281976744173;0.41790818798449614
Pieza_03_foto328_1;3;328;1;1;5;0.4983723958333333;0.015379515752426354;0.5047094042056075;0.4999634929906542
Pieza_03_foto328_2;3;328;2;2;8;0.4388020833333333;0.009160971842100856;0.4459258780991736;0.4363378099173554
Pieza_03_foto328_3;3;328;3;2;12;0.38671875;0.012377959077425626;0.4959900442477876;0.4878664269911505
Pieza_03_foto328_4;3;328;4;2;50;0.24609375;0.17016545913925446;0.4006890190972222;0.3812934027777778
Pieza_03_foto0345_0;3;345;0;1;158;0.3085200471698113;0.6950009048122512;0.3868678435114504;0.3106512404580153
Pieza_03_foto0345_1;3;345;1;1;4;0.49609375;0.017163101349929516;0.4951724646226415;0.4910082547169811
Pieza_03_foto0345_2;3;345;2;1;2;0.23697916666666666;0.003484450244458331;0.4923771237864077;0.4923771237864077
Pieza_03_foto0345_3;3;345;3;1;2;0.3795572916666667;-0.003976920820158424;0.40115625;0.40115625
Pieza_03_foto0345_4;3;345;4;2;7;0.38232421875;-0.028848187533047413;0.3359879032258065;0.3326360887096774
Pieza_03_foto345_0;3;345;0;1;5;0.3268229166666667;-0.01769757632274579;0.4028888081395349;0.3991945251937984
Pieza_03_foto345_1;3;345;1;1;2;0.2845052083333333;-0.004179257054375442;0.484375;0.484375
Pieza_03_foto345_2;3;345;2;1;2;0.24479166666666666;0.0035452519109793242;0.5023134101941747;0.5023134101941747
Pieza_03_foto345_3;3;345;3;1;4;0.48984375;0.016546320495585787;0.5043116155660378;0.5005527712264151
Pieza_03_foto345_4;3;345;4;1;3;0.4091796875;0.010591614522138632;0.49658203125;0.4944411057692308
Pieza_03_foto361_0;3;361;0;2;9;0.484375;-0.006101611497324538;0.436553955078125;0.427642822265625
Pieza_03_foto361_1;3;361;1;2;7;0.40771484375;0.001291944950880955;0.4803650442477876;0.4734858960176992
Pieza_03_foto361_2;3;361;2;1;5;0.3157552083333333;0.016885356543266002;0.4896816037735849;0.4873231132075472
Pieza_03_foto361_3;3;361;3;2;8;0.3804253472222222;-0.008658304985024191;0.4730365044247787;0.4679203539823009
Pieza_03_foto361_4;3;361;4;3;43;0.3547141335227273;0.030537277731707013;0.4996995192307692;0.4609675480769231
Pieza_03_foto0375_0;3;375;0;3;118;0.4512211134453781;0.4596897418455501;0.3728141922382672;0.29000733303249104
Pieza_03_foto0375_1;3;375;1;1;3;0.52880859375;0.007695159294537047;0.4184782608695653;0.4184782608695653
Pieza_03_foto0375_2;3;375;2;2;6;0.6244419642857143;0.00681852099828823;0.4294836956521739;0.4198369565217392
Pieza_03_foto0375_3;3;375;3;1;2;0.5501302083333334;0.00031279813572311085;0.40546875;0.40546875
Pieza_03_foto0375_4;3;375;4;3;49;0.32296875;-0.13100999875956912;0.29245057397959184;0.2754504145408163
Pieza_03_foto376_0;3;376;0;3;106;0.38045779789719625;-0.4374584778499746;0.44049161585365854;0.3879001524390244
Pieza_03_foto376_1;3;376;1;3;28;0.4009294181034483;-0.1277606914175002;0.4633528148854962;0.4383051049618321
Pieza_03_foto376_2;3;376;2;1;5;0.5146484375;0.007742232632454197;0.4916087962962963;0.4855324074074074
Pieza_03_foto376_3;3;376;3;2;12;0.4308894230769231;0.050147369674595835;0.4170145515267176;0.4084267652671756
Pieza_03_foto376_4;3;376;4;2;28;0.3443561422413793;0.10142243550349303;0.37705458603896097;0.3584872159090909
Pieza_03_foto0393_0;3;393;0;1;134;0.3639322916666667;0.2574672283672439;0.3572695035460993;0.27519669769503546
Pieza_03_foto0393_1;3;393;1;2;6;0.40122767857142855;-0.018339190293163842;0.4758586711711712;0.4717060810810811
Pieza_03_foto0393_2;3;393;2;1;6;0.439453125;0.011252912145332408;0.4961309523809524;0.4946056547619048
Pieza_03_foto0393_3;3;393;3;1;6;0.6049107142857143;-0.015005387643626047;0.4880580357142857;0.4818080357142857
Pieza_03_foto0393_4;3;393;4;1;5;0.4837239583333333;-0.010176549196138956;0.4897553066037736;0.4875442216981132
Pieza_03_foto393_0;3;393;0;1;5;0.5227864583333334;-0.010548739449564795;0.5014003537735849;0.4951724646226415
Pieza_03_foto393_1;3;393;1;1;4;0.541015625;-0.007026617726327675;0.5020089285714285;0.5002232142857143
Pieza_03_foto393_2;3;393;2;1;5;0.4078776041666667;0.008210659070647327;0.5091517857142858;0.5076264880952381
Pieza_03_foto393_3;3;393;3;2;7;0.436279296875;-0.019164934966339968;0.4954900568181818;0.4886008522727273
Pieza_03_foto393_4;3;393;4;1;6;0.5390625;0.022999000274261043;0.4979731721698113;0.4922612028301887
Pieza_03_foto0411_0;3;411;0;2;10;0.3805042613636364;-0.026458846192994826;0.39262218045112784;0.3884515977443609
Pieza_03_foto0411_1;3;411;1;3;22;0.6084408967391305;0.04025358842288078;0.4534912109375;0.427093505859375
Pieza_03_foto0411_2;3;411;2;1;10;0.4380326704545455;-0.0439567698759238;0.4851140202702703;0.4771255630630631
Pieza_03_foto0411_3;3;411;3;2;6;0.3504464285714285;0.015242816355935154;0.4810163551401869;0.4789719626168225
Pieza_03_foto0411_4;3;411;4;2;35;0.3576388888888889;-0.07975370247656577;0.44962086397058826;0.4224781709558824
Pieza_03_foto411_0;3;411;0;2;12;0.4809194711538462;-0.008305103749928449;0.4158247180451128;0.40601503759398494
Pieza_03_foto411_1;3;411;1;2;4;0.310546875;0.010045019044539609;0.5005952380952381;0.4995535714285714
Pieza_03_foto411_2;3;411;2;2;9;0.441015625;-0.03777110486142415;0.4994266055045872;0.4907540137614679
Pieza_03_foto411_3;3;411;3;3;22;0.600203804347826;0.029381907483066357;0.4690998134328358;0.445225046641791
Pieza_03_foto411_4;3;411;4;2;8;0.3372395833333333;-0.02448324796525101;0.4737374441964286;0.4703194754464286
Pieza_03_foto0445_0;3;445;0;3;27;0.5257393973214286;0.06282121077874699;0.3708317454268293;0.3566358612804878
Pieza_03_foto0445_1;3;445;1;1;3;0.45703125;0.0009484281355444633;0.4795474646226415;0.4795474646226415
Pieza_03_foto0445_2;3;445;2;3;18;0.4672080592105263;-0.038316293134363695;0.4790078760162602;0.4600165142276423
Pieza_03_foto0445_3;3;445;3;2;10;0.31605113636363635;0.010758477549192862;0.41802978515625;0.413604736328125
Pieza_03_foto0445_4;3;445;4;2;183;0.4002632472826087;-0.6775253599654172;0.4324605375426621;0.35140251706484643
Pieza_03_foto445_0;3;445;0;1;116;0.21552817841880345;-0.3420814931524314;0.3563187210648148;0.28530092592592593
Pieza_03_foto445_1;3;445;1;2;11;0.30615234375;0.021904956372400662;0.43079478346456695;0.4249507874015748
Pieza_03_foto445_2;3;445;2;3;18;0.4684416118421053;-0.0389485673666486;0.4913230020491803;0.4722079918032787
Pieza_03_foto445_3;3;445;3;1;3;0.4658203125;0.0036379577547403993;0.4893130896226415;0.4874336674528302
Pieza_03_foto445_4;3;445;4;3;15;0.6832275390625;0.039346776004314125;0.4713224085365854;0.4418191056910569
Pieza_03_foto463_0;3;463;0;2;13;0.26088169642857145;-0.02464564479192266;0.3050870028409091;0.3005593039772727
Pieza_03_foto463_1;3;463;1;2;7;0.380859375;-0.0025729601254460463;0.4700067934782609;0.4651834239130434
Pieza_03_foto463_2;3;463;2;3;18;0.3471422697368421;-0.04703150702094497;0.4843093487394958;0.4676667542016807
Pieza_03_foto463_3;3;463;3;1;2;0.2708333333333333;0.0033543639358938693;0.5030719053398058;0.5030719053398058
Pieza_03_foto463_4;3;463;4;1;5;0.4781901041666667;-0.0006176779427206653;0.5035714285714286;0.4992559523809524
Pieza_03_foto464_0;3;464;0;2;11;0.45654296875;-0.029974878787565513;0.3466018021472393;0.3406825153374233
Pieza_03_foto464_1;3;464;1;2;14;0.31979166666666664;-0.0009969195312835646;0.4616477272727273;0.4573863636363637
Pieza_03_foto464_2;3;464;2;2;15;0.3033447265625;-0.06645521800401183;0.4818157327586207;0.4684132543103448
Pieza_03_foto464_3;3;464;3;2;5;0.4264322916666667;0.009662772834067272;0.5006324404761905;0.4968005952380952
Pieza_03_foto464_4;3;464;4;3;14;0.402734375;-0.02358326528861659;0.4595286885245902;0.4458888319672131
Pieza_03_foto0484_0;3;484;0;2;95;0.2934366861979167;0.33917372919465555;0.35181336009174313;0.2947247706422018
Pieza_03_foto0484_1;3;484;1;2;8;0.3967013888888889;-0.0265856700101693;0.4775752314814815;0.4710648148148148
Pieza_03_foto0484_2;3;484;2;3;23;0.4270833333333333;-0.09818925105596378;0.4593380905511811;0.42882627952755903
Pieza_03_foto0484_3;3;484;3;3;15;0.3724365234375;-0.04989208574086675;0.473718475877193;0.4675164473684211
Pieza_03_foto0484_4;3;484;4;2;175;0.53076171875;-0.5253662804557906;0.36943108974358974;0.2752704326923077
Pieza_03_foto0501_0;3;501;0;2;55;0.32631138392857145;0.1843671795972828;0.4347530241935484;0.3971774193548387
Pieza_03_foto0501_1;3;501;1;1;8;0.4659288194444444;-0.0189265785691688;0.4794130067567568;0.4727266328828829
Pieza_03_foto0501_2;3;501;2;3;5;0.4361979166666667;0.013394905968365298;0.4870651533018868;0.4852962853773585
Pieza_03_foto0501_3;3;501;3;3;53;0.4193793402777778;-0.2950011145809787;0.4692095588235294;0.4191942401960784
Pieza_03_foto0501_4;3;501;4;3;58;0.4979144597457627;-0.1244813934882384;0.4668232685810811;0.42076646959459457
Pieza_03_foto501_0;3;501;0;3;60;0.4177126024590164;-0.11706747012011295;0.4628528225806451;0.43805443548387096
Pieza_03_foto501_1;3;501;1;3;53;0.4191984953703704;-0.2969905951394453;0.4722450657894737;0.4193050986842105
Pieza_03_foto501_2;3;501;2;1;5;0.4586588541666667;0.013818427067331109;0.4977889150943397;0.4924823113207547
Pieza_03_foto501_3;3;501;3;2;8;0.4887152777777778;-0.018161234238168646;0.5038700810185185;0.497142650462963
Pieza_03_foto501_4;3;501;4;3;19;0.45263671875;0.056683850648409084;0.3840300324675325;0.36678165584415584
Pieza_03_foto0518_0;3;518;0;3;105;0.3282539799528302;0.452710916349599;0.3916424418604651;0.3289970930232558
Pieza_03_foto0518_1;3;518;1;2;6;0.34681919642857145;0.016969438873023022;0.4312144886363637;0.4266335227272727
Pieza_03_foto0518_2;3;518;2;3;21;0.5211292613636364;-0.031298110397106914;0.4201536016949153;0.4064155190677966
Pieza_03_foto0518_3;3;518;3;2;13;0.39341517857142855;0.06130885932034578;0.4747262286324786;0.4643763354700854
Pieza_03_foto0518_4;3;518;4;2;286;0.4641972452090593;-1.2564638879766106;0.4795300387596899;0.36732881136950907
Pieza_03_foto533_0;3;533;0;2;9;0.3591796875;-0.04076287455721033;0.4707704741379311;0.4644059806034483
Pieza_03_foto533_1;3;533;1;1;4;0.42578125;-0.006732094898031506;0.5013146033653846;0.4998497596153846
Pieza_03_foto533_2;3;533;2;2;7;0.2236328125;0.015251869874740916;0.4889684606481482;0.485423900462963
Pieza_03_foto533_3;3;533;3;2;12;0.2800480769230769;0.0444398052562428;0.45556640625;0.448828125
Pieza_03_foto533_4;3;533;4;2;12;0.34750600961538464;-0.028485668570507224;0.4915306969026549;0.4869676438053097
Pieza_05_foto04_0;5;4;0;3;22;0.4705332880434783;-0.10433624999026048;0.4255301339285714;0.3966796875
